"","CAMIS","DBA","BUILDING","STREET","ADDRESS_Ext","lon","lat"
"17778",50053193,"JIMBO'S HAMBURGER","2048","AMSTERDAM AVE","2048,AMSTERDAM AVE,New York, NY",-73.9401423,40.8357929
"17779",50053195,"PAINTING WITH A TWIST","2271","HYLAN BLVD","2271,HYLAN BLVD,New York, NY",-74.105261,40.575461
"17780",50053197,"KOTOBUKI","56","3RD AVE","56,3RD AVE,New York, NY",-73.9891782,40.7311337
"17781",50053199,"TROPICAL SHACK","3030","W 12TH ST","3030,W 12TH ST,New York, NY",-74.0024815,40.7376463
"17782",50053206,"PESCADA NEW YORK","1776","OCEAN AVE","1776,OCEAN AVE,New York, NY",-73.9554301,40.618869
"17783",50053207,"FAMILY RESTAURANT","12909","26TH AVE","12909,26TH AVE,New York, NY",-73.8398219,40.7744342
"17784",50053209,"TACO BANDITO","325","8TH AVE","325,8TH AVE,New York, NY",-73.997115,40.7474801
"17785",50053225,"TEMPLE COURT","5","BEEKMAN ST","5,BEEKMAN ST,New York, NY",-74.0068449,40.7112749
"17786",50053228,"SUMNER CAFE","144","DECATUR ST","144,DECATUR ST,New York, NY",-73.9374184,40.6806823
"17787",50053242,"Da Ge Xiao Chi","4903","7TH AVE","4903,7TH AVE,New York, NY",-74.0053268,40.6427436
"17788",50053247,"FLORA","1021","8TH AVE","1021,8TH AVE,New York, NY",-73.979884,40.664516
"17789",50053253,"GUSTOSO RESTAURANT","3325","FULTON ST","3325,FULTON ST,New York, NY",-73.8729291,40.6836355
"17790",50053268,"RUBIN MUSEUM-GABRIEL VEGA","150","W 17TH ST","150,W 17TH ST,New York, NY",-73.9978141,40.7401773
"17791",50053278,"MAMA PHO","172","BEDFORD AVE","172,BEDFORD AVE,New York, NY",-73.9576314,40.7182046
"17792",50053281,"EMOJO BURGER","261","1ST AVE","261,1ST AVE,New York, NY",-73.982246,40.732299
"17793",50053283,"CHIMI MUNDO ON WHEELS","664","KNICKERBOCKER AVE","664,KNICKERBOCKER AVE,New York, NY",-73.9117555,40.6949431
"17794",50053284,"ELK CAFE","154","PROSPECT PARK SW","154,PROSPECT PARK SW,New York, NY",-73.9735883,40.6549221
"17795",50053285,"LARK","1007","CHURCH AVE","1007,CHURCH AVE,New York, NY",-73.9700761,40.6468287
"17796",50053291,"HAPPY LEMON","5701","8TH AVE","5701,8TH AVE,New York, NY",-74.0076711,40.6369693
"17797",50053293,"WAFELS & DINGES/LANDING","393","WEST ST","393,WEST ST,New York, NY",-74.0107723,40.7331658
"17798",50053297,"MOKJA","1663","1ST AVE","1663,1ST AVE,New York, NY",-73.9492768,40.777448
"17799",50053299,"PATEA","227","E 14TH ST","227,E 14TH ST,New York, NY",-73.9859184,40.7330263
"17800",50053306,"IL SOGNO SECONDO","310","5TH AVE","310,5TH AVE,New York, NY",-73.9860636,40.7470246
"17801",50053317,"KFC","2471","HYLAN BLVD","2471,HYLAN BLVD,New York, NY",-74.1096744,40.5710085
"17802",50053320,"COCO FRESH TEA & JUICE","3701B","82ND ST","3701B,82ND ST,New York, NY",-73.8841423,40.7495945
"17803",50053321,"KUNG FU KITCHEN","610","8TH AVE","610,8TH AVE,New York, NY",-73.9906529,40.7555531
"17804",50053326,"MIRAKUYA","727","FLUSHING AVE","727,FLUSHING AVE,New York, NY",-73.9436044,40.700663
"17805",50053330,"KFC AND TACO BELL","1731","WEBSTER AVE","1731,WEBSTER AVE,New York, NY",-73.9033961,40.8438828
"17806",50053331,"KFC","1453","FOREST AVE","1453,FOREST AVE,New York, NY",-74.137094,40.6245688
"17807",50053332,"KENTUCKY FRIED CHICKEN (KFC)","1959","BRUCKNER BLVD","1959,BRUCKNER BLVD,New York, NY",-73.8577337,40.8267746
"17808",50053334,"KFC","375","E 149TH ST","375,E 149TH ST,New York, NY",-73.9184255,40.8165084
"17809",50053337,"INDIAN KITCHEN","739","GRAND ST","739,GRAND ST,New York, NY",-73.9433195,40.7119444
"17810",50053339,"ANTHONY'S AND SALS PIZZA EXPRESS","1809","WILLIAMSBRIDGE RD","1809,WILLIAMSBRIDGE RD,New York, NY",-73.851825,40.8503938
"17811",50053346,"COFFEE TOSSY","4214","GREENPOINT AVE","4214,GREENPOINT AVE,New York, NY",-73.9226163,40.7404853
"17812",50053352,"TAIYAKI NYC","119","BAXTER ST","119,BAXTER ST,New York, NY",-73.9988653,40.7179112
"17813",50053354,"SIZZLE SHAWARMA & FALAFEL BAR","18615","UNION TPKE","18615,UNION TPKE,New York, NY",-73.7823132,40.7290638
"17814",50053355,"BEERZAAR","213","6TH AVE","213,6TH AVE,New York, NY",-74.0034161,40.7275312
"17815",50053361,"SAC'S PLACE OF JACKSON HEIGHTS","8614","37TH AVE","8614,37TH AVE,New York, NY",-73.879989,40.750033
"17816",50053364,"JUICE GENERATION","245","BLEECKER ST","245,BLEECKER ST,New York, NY",-74.0025954,40.7309226
"17817",50053372,"LOX","36","BATTERY PL","36,BATTERY PL,New York, NY",-74.0185571,40.7059551
"17818",50053374,"EPICERIE BOULUD","185","GREENWICH ST","185,GREENWICH ST,New York, NY",-74.0114261,40.7115663
"17819",50053376,"SUBWAY","74","WESTCHESTER SQ","74,WESTCHESTER SQ,New York, NY",-73.8422509,40.8411451
"17820",50053386,"PRET A MANGER","NKA","PENN STATION","NKA,PENN STATION,New York, NY",-73.993519,40.750568
"17821",50053392,"DOMENICO PIZZERIA","3295","AMBOY RD","3295,AMBOY RD,New York, NY",-74.1356948,40.5611624
"17822",50053401,"DELICIAS COLOMBIANAS","3703","82ND ST","3703,82ND ST,New York, NY",-73.8840906,40.749542
"17823",50053408,"MITZ (MELLOW YELLOW COFFEE & VIBES)","1729","1ST AVE","1729,1ST AVE,New York, NY",-73.9479323,40.7792645
"17824",50053418,"LITTLE KING","749","METROPOLITAN AVE","749,METROPOLITAN AVE,New York, NY",-73.9440597,40.7146961
"17825",50053436,"PANDA EXPRESS #2679","2166","NOSTRAND AVE","2166,NOSTRAND AVE,New York, NY",-73.9478837,40.632052
"17826",50053441,"PANDA EXPRESS #2633","663","9TH AVE","663,9TH AVE,New York, NY",-73.991116,40.760996
"17827",50053452,"BLACK IRIS","228","DEKALB AVE","228,DEKALB AVE,New York, NY",-73.9703265,40.6893859
"17828",50053453,"YOGURT CITY","2027","EMMONS AVE","2027,EMMONS AVE,New York, NY",-73.9468806,40.5840174
"17829",50053455,"SUBWAY","18524A","HORACE HARDING EXPY","18524A,HORACE HARDING EXPY,New York, NY",-73.7884112,40.7398813
"17830",50053457,"CLAUDIO'S","334","8TH AVE","334,8TH AVE,New York, NY",-73.9965737,40.7475845
"17831",50053465,"HAVANA NY RESTAURANT & BAR","58","W 38TH ST","58,W 38TH ST,New York, NY",-73.9852297,40.751805
"17832",50053469,"POPEYES","13344","WHITESTONE EXPY","13344,WHITESTONE EXPY,New York, NY",-73.8359306,40.768927
"17833",50053477,"DY JUICE BAR","24","VESTRY ST","24,VESTRY ST,New York, NY",-74.0075649,40.7229483
"17834",50053479,"THINK COFFEE","280","3RD AVE","280,3RD AVE,New York, NY",-73.9839671,40.738135
"17835",50053497,"PROLOGUE COFFEE ROOM","120","LAFAYETTE ST","120,LAFAYETTE ST,New York, NY",-74.0004836,40.7187296
"17836",50053505,"KUNG FU TEA","4111","KISSENA BLVD","4111,KISSENA BLVD,New York, NY",-73.8289849,40.7583553
"17837",50053515,"MARTIN'S FOODZ 2 GO","3836","DYRE AVE","3836,DYRE AVE,New York, NY",-73.8311029,40.8890433
"17838",50053519,"NO PORK HALAL KITCHEN","50","4TH AVE","50,4TH AVE,New York, NY",-73.9793508,40.6833286
"17839",50053520,"BLACK GAL SEAFOOD","1930","PATTERSON AVE","1930,PATTERSON AVE,New York, NY",-73.8555405,40.8134107
"17840",50053531,"BURGERS PLUS","14741","UNION TPKE","14741,UNION TPKE,New York, NY",-73.8140034,40.7187694
"17841",50053533,"VIP GRILL","3715","13TH AVE","3715,13TH AVE,New York, NY",-73.9853101,40.6412983
"17842",50053535,"MEO JAPANESE HIBACHI","18501","UNION TPKE","18501,UNION TPKE,New York, NY",-73.7837491,40.7285569
"17843",50053536,"Jacal Mexicano Corp","18215","JAMAICA AVE","18215,JAMAICA AVE,New York, NY",-73.7785011,40.7091136
"17844",50053537,"WONDERFUL CHEN RESTAURANT","5602","7TH AVE","5602,7TH AVE,New York, NY",-74.0096432,40.6390717
"17845",50053542,"TERIYAKI ONE","3023","STRATTON ST","3023,STRATTON ST,New York, NY",-73.8340379,40.7695416
"17846",50053544,"KENNEDY FRIED CHICKEN","1170","WEBSTER AVE","1170,WEBSTER AVE,New York, NY",-73.9101844,40.8308968
"17847",50053554,"NICKY'S VIETNAMESE SANDWICHES","554","LORIMER ST","554,LORIMER ST,New York, NY",-73.9491734,40.7134899
"17848",50053555,"LENWICH 68TH","1269","1st Avenue","1269,1st Avenue,New York, NY",-73.9579606,40.7655954
"17849",50053557,"LENWICH","10","HANOVER SQ","10,HANOVER SQ,New York, NY",-74.0088274,40.7046069
"17850",50053561,"ANGELO'S PIZZA","2117","CORTELYOU RD","2117,CORTELYOU RD,New York, NY",-73.958263,40.644134
"17851",50053563,"BISTRO CASSIS","225","COLUMBUS AVE","225,COLUMBUS AVE,New York, NY",-73.9792675,40.7762094
"17852",50053564,"HOUSE PIZZA","246","E 204TH ST","246,E 204TH ST,New York, NY",-73.8845056,40.8741032
"17853",50053568,"Summer Hill","637","NOSTRAND AVENUE","637,NOSTRAND AVENUE,New York, NY",-73.9497109,40.675361
"17854",50053572,"SAMUI","15","VANDERBILT AVE","15,VANDERBILT AVE,New York, NY",-73.9774643,40.7526347
"17855",50053575,"BLUE STORM BILLIARDS & CAFE","13541","37TH AVE","13541,37TH AVE,New York, NY",-73.831754,40.7615732
"17856",50053579,"KANSAS CHICKEN & BURGER","1090","RUTLAND RD","1090,RUTLAND RD,New York, NY",-73.9238313,40.6641472
"17857",50053586,"NEW TASTE TO GO","2310","86TH ST","2310,86TH ST,New York, NY",-73.9914276,40.6001934
"17858",50053587,"SIGIRI NY","91","1ST AVE","91,1ST AVE,New York, NY",-73.9865612,40.7262062
"17859",50053591,"CHICKEN PERFECT","9040","160TH ST","9040,160TH ST,New York, NY",-73.799769,40.7041902
"17860",50053593,"HESTER STREET CAFE","235","BOWERY","235,BOWERY,New York, NY",-73.992874,40.7224101
"17861",50053595,"HOP HOUSE HARLEM","2224","FREDERICK DOUGLASS BLVD","2224,FREDERICK DOUGLASS BLVD,New York, NY",-73.9532719,40.8067859
"17862",50053599,"CHINA PAVILION","302","TROY AVE","302,TROY AVE,New York, NY",-73.9369127,40.6687162
"17863",50053607,"NEW SWIRL FUN","533","86TH ST","533,86TH ST,New York, NY",-74.025181,40.6211093
"17864",50053608,"CHINA WOK","888","5TH AVE","888,5TH AVE,New York, NY",-73.971976,40.7656922
"17865",50053609,"COLD STONE CREAMERY","241A","W 42ND ST","241A,W 42ND ST,New York, NY",-73.9886621,40.7569857
"17866",50053610,"STARBUCKS COFFEE COMPANY","1886","EASTCHESTER RD","1886,EASTCHESTER RD,New York, NY",-73.8440658,40.8511304
"17867",50053614,"BAO BAO TEA","5411A","7TH AVE","5411A,7TH AVE,New York, NY",-73.9900696,40.7517748
"17868",50053618,"LUCKY TEX-MEXICAN & CHINESE FOOD","18821","UNION TPKE","18821,UNION TPKE,New York, NY",-73.7806617,40.7296085
"17869",50053623,"DAK BAKERY","90","BOWERY","90,BOWERY,New York, NY",-73.9955378,40.7174723
"17870",50053627,"NATTO GARDEN","296","5TH AVE","296,5TH AVE,New York, NY",-73.986335,40.7464859
"17871",50053654,"MR MCKAY'S MORE THAN SALADS","4902","CHURCH AVE","4902,CHURCH AVE,New York, NY",-73.9312289,40.6515426
"17872",50053656,"HUA LONG","706","FULTON ST","706,FULTON ST,New York, NY",-73.9737195,40.685812
"17873",50053659,"JUICY SPOT","33","PELL ST","33,PELL ST,New York, NY",-73.9986098,40.7148363
"17874",50053660,"CHINA KING OGDEN RESTAURANT","1377","OGDEN AVE","1377,OGDEN AVE,New York, NY",-73.9246841,40.8420608
"17875",50053666,"GANSEVOORT PARK ROOFTOP","420","PARK AVE S","420,PARK AVE S,New York, NY",-73.9841967,40.7439194
"17876",50053669,"FAMOUS CALABRIA PIZZERIA","27","SAINT JAMES PL","27,SAINT JAMES PL,New York, NY",-73.9993244,40.7119512
"17877",50053671,"ARIRANG USA","4104","163RD ST","4104,163RD ST,New York, NY",-73.8031089,40.7613136
"17878",50053675,"ERICA'S CARIBBEAN CUISINE","21903","N CONDUIT AVE","21903,N CONDUIT AVE,New York, NY",-73.7570481,40.6668263
"17879",50053676,"SBARRO","4007","BROADWAY","4007,BROADWAY,New York, NY",-73.9398668,40.8414622
"17880",50053680,"THE DRIFT","579","MEEKER AVE","579,MEEKER AVE,New York, NY",-73.9424803,40.721525
"17881",50053683,"PRESSED JUICERY","337","PARK AVE S","337,PARK AVE S,New York, NY",-73.9853311,40.7412542
"17882",50053686,"ONE BEDFORD BAR & BISTRO","627","MANHATTAN AVE","627,MANHATTAN AVE,New York, NY",-73.9509564,40.7238242
"17883",50053689,"BURGER KING","2848","CHURCH AVE","2848,CHURCH AVE,New York, NY",-73.9498049,40.6506097
"17884",50053703,"JOHN'S FRIED CHICKEN","5225","BROADWAY","5225,BROADWAY,New York, NY",-73.909459,40.8752518
"17885",50053717,"POPEYES LOUISIANA KITCHEN","252","8TH AVE","252,8TH AVE,New York, NY",-73.998391,40.7450103
"17886",50053718,"DUNKIN DONUTS","353","AMSTERDAM AVE","353,AMSTERDAM AVE,New York, NY",-73.979246,40.7816021
"17887",50053719,"AARONS CHINESE AND THAI RESTAURANT","338","9TH AVE","338,9TH AVE,New York, NY",-73.9982263,40.750413
"17888",50053724,"POPEYES","3278","48TH ST","3278,48TH ST,New York, NY",-73.9143796,40.754042
"17889",50053725,"WAYWARD SOCIAL","35","INGRAHAM ST","35,INGRAHAM ST,New York, NY",-73.9325057,40.7071092
"17890",50053728,"CAVA GRILL","143","4TH AVE","143,4TH AVE,New York, NY",-73.9896361,40.7337718
"17891",50053729,"TEMPLE COURT","5","BEEKMAN ST","5,BEEKMAN ST,New York, NY",-74.0068449,40.7112749
"17892",50053730,"D DELI COFFEE SHOP","1907","FLUSHING AVE","1907,FLUSHING AVE,New York, NY",-73.918381,40.712779
"17893",50053768,"FISH & BEEF","5210","7TH AVE","5210,7TH AVE,New York, NY",-74.0075075,40.6412158
"17894",50053777,"WING WORLD","332","NEW DORP LN","332,NEW DORP LN,New York, NY",-74.1115396,40.5711517
"17895",50053803,"NEW GARDEN CHINESE RESTAURANT","850","E NEW YORK AVE","850,E NEW YORK AVE,New York, NY",-73.9349718,40.6622989
"17896",50053806,"GUACAMOLE TAQUIERA","5025","BROADWAY","5025,BROADWAY,New York, NY",-73.9165478,40.8697291
"17897",50053825,"THE NEW SOUL CAFE","1039","CASTLE HILL AVE","1039,CASTLE HILL AVE,New York, NY",-73.850502,40.8285333
"17898",50053833,"GOLDEN KRUST","16510","JAMAICA AVE","16510,JAMAICA AVE,New York, NY",-73.7945186,40.7054939
"17899",50053856,"UNICO","156","SULLIVAN ST","156,SULLIVAN ST,New York, NY",-74.0018035,40.72748
"17900",50053878,"TOUS LES JOURS","2017","86TH ST","2017,86TH ST,New York, NY",-73.9975454,40.6044476
"17901",50053882,"MAHJI","617","GRAND ST","617,GRAND ST,New York, NY",-73.9475317,40.7114703
"17902",50053883,"MCDONALD'S","5960","55TH RD","5960,55TH RD,New York, NY",-73.9067031,40.7263107
"17903",50053898,"HARBOR INN SPORTS BAR","6463","DRY HARBOR RD","6463,DRY HARBOR RD,New York, NY",-73.872411,40.7183246
"17904",50053912,"LA VRAIE RACLETTE","511","E 12TH ST","511,E 12TH ST,New York, NY",-73.9805925,40.7289499
"17905",50053915,"TREAT YOURSELF","564","VANDERBILT AVE","564,VANDERBILT AVE,New York, NY",-73.9682938,40.6797995
"17906",50053916,"DO OR DIVE","1108","BEDFORD AVE","1108,BEDFORD AVE,New York, NY",-73.9548791,40.6867512
"17907",50053926,"HOT N JUICY CRAWFISH","243","W 14TH ST","243,W 14TH ST,New York, NY",-74.0013209,40.7395713
"17908",50053932,"GOURMET DELI","341","7TH AVE","341,7TH AVE,New York, NY",-73.9925961,40.747872
"17909",50053934,"WENZHOU NOODLE RESTAURANT","4112","COLLEGE POINT BLVD","4112,COLLEGE POINT BLVD,New York, NY",-73.8338605,40.7558122
"17910",50053935,"BUONGIORNO BAGELS & CAFE","7010","88TH ST","7010,88TH ST,New York, NY",-73.8648093,40.7101732
"17911",50053936,"TASTE NY BISTRO","655","W 34TH ST","655,W 34TH ST,New York, NY",-74.0024691,40.7575505
"17912",50053940,"THE WOLFHOUND","3814","30TH AVE","3814,30TH AVE,New York, NY",-73.9154543,40.7638724
"17913",50053952,"JARDIN DE NUTRICION","3308","106TH ST","3308,106TH ST,New York, NY",-73.9650421,40.8001992
"17914",50053957,"MARY WORLD FIT","10248","43RD AVE","10248,43RD AVE,New York, NY",-73.861064,40.747442
"17915",50053975,"GREGORYS COFFEE","649","BROADWAY","649,BROADWAY,New York, NY",-73.995828,40.7268895
"17916",50053977,"GREGORY'S COFFEE","874","AVENUE OF THE AMERICAS","874,AVENUE OF THE AMERICAS,New York, NY",-73.9890832,40.7477283
"17917",50054016,"PALMYRA","2663","CONEY ISLAND AVE","2663,CONEY ISLAND AVE,New York, NY",-73.9604357,40.59184
"17918",50054023,"BOWL 360","9818","ROCKAWAY BLVD","9818,ROCKAWAY BLVD,New York, NY",-73.8401604,40.6795163
"17919",50054031,"GIRASOL BAKERY","11511","JAMAICA AVE","11511,JAMAICA AVE,New York, NY",-73.833825,40.699117
"17920",50054044,"K-BAP","62","W 56TH ST","62,W 56TH ST,New York, NY",-73.9771943,40.7632892
"17921",50054046,"LADUREE PARIS","864","MADISON AVE","864,MADISON AVE,New York, NY",-73.9662208,40.7709463
"17922",50054055,"LIANG'S NOODLE","13335","ROOSEVELT AVE","13335,ROOSEVELT AVE,New York, NY",-73.8331334,40.7588367
"17923",50054063,"UNION SUSHI","3630","UNION ST","3630,UNION ST,New York, NY",-73.8280384,40.7627817
"17924",50054099,"STARBUCKS COFFEE","10","WAVERLY PL","10,WAVERLY PL,New York, NY",-73.9942986,40.7298748
"17925",50054114,"PROVA PIZZA BAR","89","E 42ND ST","89,E 42ND ST,New York, NY",-73.9772353,40.7527277
"17926",50054116,"ALLORA","145","E 47TH ST","145,E 47TH ST,New York, NY",-73.972685,40.754432
"17927",50054127,"A LITTLE TASTE CAFE (ALT BOX)","234","E 60TH ST","234,E 60TH ST,New York, NY",-73.9648513,40.7614498
"17928",50054129,"FORDHAN U- A CRUST & BOAR's HEAD","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17929",50054132,"FORDHAM POD EXPRESS AT KEATING HALL","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17930",50054134,"URBAN KITCHEN","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17931",50054136,"FORDHAM U - SALT & SESAME AT FACULTY MEMORIAL HALL","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17932",50054137,"FORDHAM U - COSI AT CAMPBELL HALL","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17933",50054138,"LOU DE FONG SNACK","773","51ST ST","773,51ST ST,New York, NY",-74.0045469,40.6408927
"17934",50054139,"TWIST IT TOP IT","6602","FRESH POND RD","6602,FRESH POND RD,New York, NY",-73.8986277,40.7088804
"17935",50054148,"PRET A MANGER","185","GREENWICH ST","185,GREENWICH ST,New York, NY",-74.0114261,40.7115663
"17936",50054181,"DEAF  WELLNESS & RECREATION CENTER","1047","SURF AVE","1047,SURF AVE,New York, NY",-73.9794676,40.5758274
"17937",50054185,"LUCKYHE CHINESE RESTAURANT","21840","HILLSIDE AVE","21840,HILLSIDE AVE,New York, NY",-73.7454289,40.7289651
"17938",50054186,"DAGGER JOHNS AT MCGINLEY FORDHAM UNIVERSITY","441","E FORDHAM RD","441,E FORDHAM RD,New York, NY",-73.8892181,40.861203
"17939",50054205,"BAKER HOUSE MARKET","4107","CRESCENT ST","4107,CRESCENT ST,New York, NY",-73.939098,40.751948
"17940",50054212,"POKEWAVE","13527","ROOSEVELT AVE","13527,ROOSEVELT AVE,New York, NY",-73.8311511,40.7594573
"17941",50054213,"O TEA FRESH","11815","QUEENS BLVD","11815,QUEENS BLVD,New York, NY",-73.8317669,40.715014
"17942",50054214,"GUAC","179","AVENUE B","179,AVENUE B,New York, NY",-73.9791118,40.727591
"17943",50054220,"GAIJIN","3712","31ST AVE","3712,31ST AVE,New York, NY",-73.91838,40.761643
"17944",50054222,"CHEZ OSKAR","373","DECATUR ST","373,DECATUR ST,New York, NY",-73.929036,40.6821178
"17945",50054231,"CAFE INTEGRAL","149","ELIZABETH ST","149,ELIZABETH ST,New York, NY",-73.9952115,40.7203698
"17946",50054233,"KORYODANG BAKERY & CAFE","4106","163RD ST","4106,163RD ST,New York, NY",-73.8030891,40.7612219
"17947",50054234,"HOMEWOOD SUITES BY HILTON NEW YORK MIDTOWN MANHATTAN TIMES SQUARE","312","W 37TH ST","312,W 37TH ST,New York, NY",-73.9930602,40.7543307
"17948",50054256,"GOLDEN FOUNTAIN CHINESE RESTAURANT","11616","METROPOLITAN AVE","11616,METROPOLITAN AVE,New York, NY",-73.8350372,40.7073392
"17949",50054258,"OISHII","11609","METROPOLITAN AVE","11609,METROPOLITAN AVE,New York, NY",-73.8356865,40.707586
"17950",50054262,"GONG CHA","6135","JUNCTION BLVD","6135,JUNCTION BLVD,New York, NY",-73.8638683,40.7333948
"17951",50054273,"MAJORELLE","28","E 63RD ST","28,E 63RD ST,New York, NY",-73.9692145,40.7657037
"17952",50054280,"PICK A BAGEL","785","LEXINGTON AVE","785,LEXINGTON AVE,New York, NY",-73.9669633,40.7635321
"17953",50054289,"IGLOO ROLLS","10222","39TH AVE","10222,39TH AVE,New York, NY",-73.8632736,40.7505503
"17954",50054292,"MEXIKOSHER NYC","100","W 83RD ST","100,W 83RD ST,New York, NY",-73.9739578,40.7844866
"17955",50054294,"BOUCHERIE","99","7TH AVE S","99,7TH AVE S,New York, NY",-74.0028776,40.7330828
"17956",50054297,"MR. POLLO # 2","1227","150TH ST","1227,150TH ST,New York, NY",-73.8140034,40.7900138
"17957",50054303,"NEW HONG WONG SEAFOOD RESTAURANT","100","BOWERY","100,BOWERY,New York, NY",-73.9954739,40.7177845
"17958",50054304,"ALI BABA HOOKAH LOUNGE","4561","AMBOY RD","4561,AMBOY RD,New York, NY",-74.1656954,40.5430507
"17959",50054305,"FORDHAM U - ARGO TEA","140","W 62ND ST","140,W 62ND ST,New York, NY",-73.9851325,40.7709476
"17960",50054307,"FORDHAM U- RAM CAFE AT LOWENSTEIN HALL","113","W 60TH ST","113,W 60TH ST,New York, NY",-73.9853904,40.7707175
"17961",50054311,"BETTER GOURMET HEALTH KITCHEN","1135C","MORRIS PARK AVE","1135C,MORRIS PARK AVE,New York, NY",-73.851727,40.8503353
"17962",50054315,"LADY M CONFECTIONS","101","LIBERTY ST","101,LIBERTY ST,New York, NY",-74.0119758,40.7100647
"17963",50054321,"PALOMAS","435","MENAHAN ST","435,MENAHAN ST,New York, NY",-73.9119763,40.7033948
"17964",50054328,"PAUL'S ON TIMES SQUARE (HILTON GARDEN INN)","136","W 42ND ST","136,W 42ND ST,New York, NY",-73.9857177,40.7552207
"17965",50054331,"FUSHIMI","17","PAGE AVE","17,PAGE AVE,New York, NY",-74.2343941,40.5239654
"17966",50054333,"CUT BY WOLFGANG PUCK","99","CHURCH ST","99,CHURCH ST,New York, NY",-74.0093466,40.7128554
"17967",50054340,"HABANERO BLUES","29","W 36TH ST","29,W 36TH ST,New York, NY",-73.985069,40.7505665
"17968",50054342,"FINE BAKERY CITY INC","303","GRAND ST","303,GRAND ST,New York, NY",-73.9918466,40.7173091
"17969",50054344,"BROADSTONE BAR & KITCHEN","88","BROAD ST","88,BROAD ST,New York, NY",-74.0118433,40.7041987
"17970",50054346,"NORTH PENGUIN TORNADO CREPES","307","KNICKERBOCKER AVE","307,KNICKERBOCKER AVE,New York, NY",-73.9231918,40.7017486
"17971",50054361,"SALUD","107","THOMPSON ST","107,THOMPSON ST,New York, NY",-74.0022225,40.7258857
"17972",50054365,"PURE KTCHN","352","W 46TH ST","352,W 46TH ST,New York, NY",-73.9900006,40.7604269
"17973",50054369,"CHEESEBOAT","80","BERRY ST","80,BERRY ST,New York, NY",-73.9579075,40.7198938
"17974",50054374,"BIARRITZ BAKERY","1015","E 167TH ST","1015,E 167TH ST,New York, NY",-73.8891796,40.8270763
"17975",50054381,"JUPIOCA","278B","WYCKOFF AVE","278B,WYCKOFF AVE,New York, NY",-73.9121344,40.6998733
"17976",50054385,"SABA'S PIZZA","1217","LEXINGTON AVE","1217,LEXINGTON AVE,New York, NY",-73.9571289,40.7770858
"17977",50054403,"KUNG FU LITTLE STEAMED BUNS RAMEN","811","8TH AVE","811,8TH AVE,New York, NY",-73.9868753,40.7616294
"17978",50054404,"EL NUEVO JOBO RESTAURANT & BAR","3915","BROADWAY","3915,BROADWAY,New York, NY",-73.9421818,40.8384902
"17979",50054409,"KENNEDY FRIED CHICKEN","249","E TREMONT AVE","249,E TREMONT AVE,New York, NY",-73.9039797,40.8490046
"17980",50054418,"KINGS JUICE BAR","955","SENECA AVE","955,SENECA AVE,New York, NY",-73.9028134,40.7000509
"17981",50054419,"KUZINA THE GREEK KITCHEN","895","HUGUENOT AVE","895,HUGUENOT AVE,New York, NY",-74.1917571,40.5327722
"17982",50054422,"OASIS MIDDLE EASTERN RESTAURANT","1907","WHITE PLAINS RD","1907,WHITE PLAINS RD,New York, NY",-73.8673565,40.8476518
"17983",50054425,"JIMBO'S HAMBURGERS","228","WILLIS AVE","228,WILLIS AVE,New York, NY",-73.9229162,40.8085926
"17984",50054435,"NYLO NYC","2178","BROADWAY","2178,BROADWAY,New York, NY",-73.9805895,40.7822187
"17985",50054438,"LAN SHENG RESTAURANT","128","W 36TH ST","128,W 36TH ST,New York, NY",-73.9883517,40.7514762
"17986",50054445,"LEAF GARDEN","4235","MAIN ST","4235,MAIN ST,New York, NY",-73.8275503,40.7547953
"17987",50054452,"CHICK-FIL-A QUEENS CENTER MALL","9015","QUEENS BLVD","9015,QUEENS BLVD,New York, NY",-73.8704985,40.7345156
"17988",50054454,"THE BRAZEN TAVERN","356","W 44TH ST","356,W 44TH ST,New York, NY",-73.9912901,40.7593418
"17989",50054456,"ORAMEN","579","AVENUE OF THE AMERICAS","579,AVENUE OF THE AMERICAS,New York, NY",-73.9959807,40.7390148
"17990",50054461,"SHINY TEA NEW YORK","2667","BROADWAY","2667,BROADWAY,New York, NY",-73.9694954,40.7983067
"17991",50054464,"NORTHERN FRIED CHICKEN & BURGERS","10402","NORTHERN BLVD","10402,NORTHERN BLVD,New York, NY",-73.864443,40.757397
"17992",50054472,"LE PAIN QUOTIDIEN","395","S END AVE","395,S END AVE,New York, NY",-74.0167461,40.7115808
"17993",50054476,"DUN-WELL DOUGHNUTS","102","SAINT MARKS PL","102,SAINT MARKS PL,New York, NY",-73.9846506,40.7271399
"17994",50054483,"BURGER KING","4275","WHITE PLAINS RD","4275,WHITE PLAINS RD,New York, NY",-73.8565857,40.8955228
"17995",50054504,"SHAKE SHACK FOREST HILLS QUEENS","7126","AUSTIN ST","7126,AUSTIN ST,New York, NY",-73.8438928,40.7196321
"17996",50054510,"THE DESSERT KITCHEN","13340","37TH AVE","13340,37TH AVE,New York, NY",-73.8335603,40.7605431
